timestamp,file,ticker,form_type,status
2026-05-10T00:40:22.570274,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2026-04-24.md,HESAI,6-K,injected
2026-05-10T00:40:22.570278,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-6-K-2026-04-27.md,HESAI,6-K,injected
2026-05-10T00:40:22.570283,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/20210401-kamart-ar2020-en.md,KAMART,10-K,injected
2026-05-10T00:40:22.570287,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/20220331-kamart-or2021-en.md,KAMART,10-K,injected
2026-05-10T00:40:22.570292,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/20230330-kamart-or2022-en.md,KAMART,10-K,injected
2026-05-10T00:40:22.570296,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/20250324-kamart-or2024-en.md,KAMART,10-K,injected
2026-05-10T00:40:22.570301,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/kamart-56-1-2023.md,KAMART,10-K,injected
2026-05-10T00:40:22.570305,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/kamart-56-1-2024.md,KAMART,10-K,injected
2026-05-10T00:40:22.570310,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/10-K/kamart-56-1-2025.md,KAMART,10-K,injected
2026-05-10T00:40:22.570314,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/AR_2020_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570319,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/20230224-kamart-fs-fy2022-en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570323,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/20250813-kamart-fs-2q2025-en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570328,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/20251112-kamart-fs-3q2025-en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570332,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/20260227-kamart-fs-fy2025-en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570337,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2020_Q4_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570342,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2021_Q4_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570347,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2022_Q1_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570351,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2022_Q3_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570355,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2022_Q4_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570359,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2023_Q1_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570364,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2023_Q4_en.md,KAMART,unknown,injected
2026-05-10T00:40:22.570368,/home/poomk/.openclaw/workspace/investments/stocks/KAMART/FS/FS_2024_Q1_en.md,KAMART,unknown,injected
